x_title,cat,label
supply chain lead,supply chain planning,1
co-existing disorder aod maori clinician,healthcare,1
qualified carpenter,supervisors forepersons,1
legal advisor - hastings,operations,0
experienced ceiling installer,security,0
stms l2/3 practising 30 -33,database,0
senior beauty and laser therapist,nursing midwifery,0
van driver,boilermakers welders,0
ios developer - passionate motivated,mechanical,0
process operator,building services,0
assistant retail manager- whangarei,tertiary,0
partner manager - auckland or melbourne based,sales,1
registered nurse - timatanga hou detox unit,healthcare,1
bulldozer operator,construction roading,1
medical operations outpatient manager,management,1
intermediate estimator,construction roading,1
barista/checkout assistants - paknsave queenstown,retail,1
electrical foreman - new plymouth,electrical,1
begin your pt career at cityfitness tauranga,healthcare,1
part time cleaner timaru,trades services,1
stock inventory controller,tax,0
sales advisor - albany,retail assistants,1
dental assistant casual,dentistry,1
registered nurse - braemar hospital hamilton,theatre recovery,1
leading hand - maintenance - christchurch,bar staff baristas,0
case manager / kaiatawhai - camhs nelson,flooring,0
digger operators -asap start,machine operators,1
payroll and admin assisstant,audit,0
assistant service manager north harbour mazda,management,1
ea/office manager - private sector,primary,0
assistant store manager sales,truck ht,0
general manager/duty manager,industrial,0
senior beauty and laser therapist,beautician,1
manufacturing operator,central government,0
ece qualified registered teacher preschool,early childhood,1
fitting machining apprenticeship - lower hutt,supply chain planning,0
receptionist office assistant,insurance,0
after school care,education,1
electrical estimator / project manager,trades services,1
manager - architectural products division,commercial sales leasing,0
fpa analyst,accounting,1
customer service and administration support,plumbing,0
qualified and experienced carpenters - waikato,purchasing inventory,0
bike retail sales,central government,0
customer services officer - selwyn aquatic centre,credit lending,0
retail manager,hospitality tourism,1
concrete placer,hr,0
function venue and private members club manager,critical care emergency,0
workshop supervisor,management,1
portfolio analyst,it,1
driver - class 2 - liquid/hazardous,healthcare,0
long-term gateman with tc needed in cbd,reception front desk,0
caregiver - winara rest home hospital,healthcare,1
site foreman,executive general management,1
php developer,it,1
tanker operators - darfield,transport logistics,1
yard person / truck delivery person,hr recruitment,0
quantity surveyor - commercial projects,quantity surveying,1
strategy business design - senior consultant,trades services,0
caterer,hospitality tourism,1
medical consultant in palliative care full-time,engineering,0
administration coordinator - 32 hours per week,plumbing,0
management accountant - nelson,surveying,0
senior data entry operators,planning,0
senior structural technician,couriers,0
rangitikei dairy farm manager,agriculture fishing forestry,1
calling all plumber gas fitter drainlayer,project management,0
client services manager,agriculture fishing forestry,1
store manager required,estimation,0
it support engineer / technical specialist,service desk,1
principal transport planner,dentistry,0
c1 espresso full time barista,bar staff baristas,1
truck driver fisheries operations chatham islands,testing,0
casual drivers,drivers couriers,1
barista - christchurch airport,forestry,0
opportunity for experienced panelbeater,business systems analysts,0
maintenance fitter - takapau hawkes bay role,sales pre-sales,0
front of house / kitchenhand team member - casual,hospitality tourism,1
registered midwife maternity services waitakere,dentistry,0
plumber,trades services,1
regional sales operation manager,sales managers,1
sales administrator - pukekohe,transport logistics,0
retail sales opportunities - kapiti colorshop,building carpentry,0
skilled labour,advertising,0
teacher in training beststart papamoa plaza,construction roading,0
panadero pastry cook/chef,in-house counsel,0
chiller stores person,architecture,0
part time kitchen assistant/front of house,waiting staff,1
data entry/office administrator,data entry,1
centre director,early childhood,1
builders labourers wanted,automotive technician,0
yard customer service - evans bay,customer-facing,1
line marker,labouring,1
digger operators wanted - immediate start,management,0
registered nurse icu,healthcare,1
specification writer,office administration,1
telecommunication customer service,systems engineers,0
data and reporting analyst,banking finance insurance,1
housekeeper wanted full-time,geotechnical,0
courier parcel officer,risk compliance,0
sales and service assistant - oamaru,retail,1
administrator/recept - rural family,chefs,0
experienced concrete placer/finisher,traffic management,0
full time qualified butcher,defence,0
social media executive freelancer auckland,commercial sales leasing,0
pick packing superstars - east tamaki location,machine operation,0
application support engineer,service desk,1
precast carpenters - pokeno,radiography sonography,0
senior cnc machine programmer,engineering,1
head chef jobshare or f/t and cdp,chefs,1
whanau navigator - fixed term,healthcare,1
consultant psychiatrist - psychogeriatrician,communications pr,0
general farm hand/stock person,manufacturing operations,0
full time sales assistants - auckland central,glaziers,0
administrator - payroll,brand product management,0
assistant manager 2ic - waimakariri,farming,1
hospitality superstars for winter season needed,chefs,1
class 2 civil driver,boilermakers welders,0
part-time administrator / secretary,direct marketing,0
class 5 driver for logging containers auckland,training,0
principal advisor leadership development,hr recruitment,1
qualified teacher - preschool beststart onslow,education,1
part-time sales specialist - hawera,freight forwarders,0
delivery manager - eastside,management,1
practice nurse,healthcare,1
irrigation service technician cromwell,technicians,1
bar and gaming manager,civil structural,0
scaffolding labourer,trades services,1
contact centre agents,call centre,1
chinese pastry chef wanted,mechanical,0
senior infrastructure engineer,database,0
it administrator,it,1
electricians - countrywide,manufacturing operations,0
glasshouse workers,critical care emergency,0
vehicle inspector - heavy - mt wellington,automotive,1
