x_title,cat_list,cat_list_index
healthcare assistant - addington gardens,"['healthcare', 'nursing & midwifery', 'critical care & emergency']","[22, 67, 161]"
healthcare assistant - aged care - bay of plenty!,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant - aged care - northland!!,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant - aged care - southland!!!,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant - aged care - tasman!!!,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant - casual,"['healthcare', 'community & social services']","[22, 27]"
healthcare assistant - casual - radius hawthorne,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant - duart,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant - eversley,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant - lady allum,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant - meadowbank,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant - middlepark,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant - middlepark - casual,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant - radius althorp,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant - radius waipuna,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant - radius windsor court,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant - st johns wood,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant - the oaks,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant - ward 4a and 4b,"['healthcare', 'community & social services']","[22, 27]"
healthcare assistant - ward m16 - orthopaedics,"['healthcare', 'community & social services']","[22, 27]"
healthcare assistant - whareama,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant agency casual,"['healthcare', 'community & social services']","[22, 27]"
healthcare assistant immediate start! auckland,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant immediate start! christchurch,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant immediate start! tauranga,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant | fulton | part time,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant | thornleigh park | part time,"['healthcare', 'caregiving']","[22, 23]"
"healthcare assistant, surgical ward 8, north","['healthcare', 'community & social services']","[22, 27]"
healthcare assistant- aged care,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant- radius windsor court,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistant/ caregiver,"['healthcare', 'caregiving']","[22, 23]"
healthcare assistants - covid-19 immunisation,"['healthcare', 'nursing & midwifery', 'community & primary care']","[22, 67, 155]"
healthcare assistants - medical surgical ward,"['healthcare', 'community & social services']","[22, 27]"
healthcare assistants - mental health,"['healthcare', 'nursing & midwifery', 'mental health']","[22, 67, 89]"
healthcare professional administrator/assess,"['healthcare', 'nursing & midwifery', 'community & primary care']","[22, 67, 155]"
healthcare security officers - join the fight,"['property', 'facilities & commercial property management']","[93, 99]"
healthpathways senior clinical editor - 0.2 fte,"['healthcare', 'community & social services']","[22, 27]"
heat pump / air con installer,"['trades & services', 'air con. & refrigeration']","[0, 152]"
heat pump / air conditioning technician,"['trades & services', 'air con. & refrigeration']","[0, 152]"
heat pump installer,"['trades & services', 'air con. & refrigeration']","[0, 152]"
heat pump installer / experienced labourer,"['trades & services', 'air con. & refrigeration']","[0, 152]"
heat pump installers wanted!,"['trades & services', 'air con. & refrigeration']","[0, 152]"
heat pump/ hvac service tech,"['trades & services', 'air con. & refrigeration']","[0, 152]"
heathcare worker accommodation available,"['healthcare', 'caregiving']","[22, 23]"
heating installer/plumber,"['trades & services', 'plumbing']","[0, 114]"
heavy & light fabricator | welder,"['trades & services', 'boilermakers & welders']","[0, 52]"
heavy automotive apprentice,"['automotive', 'diesel mechanic']","[59, 98]"
heavy automotive technician - burnham,"['automotive', 'diesel mechanic']","[59, 98]"
heavy class 5 - 6 wheeler truck driver required,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
heavy class 5 truck driver,"['transport & logistics', 'drivers & couriers', 'couriers']","[28, 43, 133]"
heavy diesel / drill rig mechanic,"['automotive', 'diesel mechanic']","[59, 98]"
heavy diesel / truck mechanic,"['engineering', 'maintenance']","[47, 108]"
heavy diesel machinery mechanic,"['automotive', 'diesel mechanic']","[59, 98]"
heavy diesel mechanic,"['construction & roading', 'supervisors & forepersons', 'automotive', 'diesel mechanic', 'engineering', 'mechanical']","[8, 70, 59, 98, 47, 123]"
heavy diesel mechanic - awesome roster!,"['automotive', 'diesel mechanic']","[59, 98]"
heavy diesel mechanic - essential services,"['automotive', 'diesel mechanic']","[59, 98]"
heavy diesel mechanic - field service,"['automotive', 'diesel mechanic']","[59, 98]"
heavy diesel mechanic - plant equipment,"['trades & services', 'technicians']","[0, 6]"
heavy diesel mechanic and panel beater wanted,"['automotive', 'diesel mechanic']","[59, 98]"
heavy diesel mechanics – equipment or truck,"['automotive', 'diesel mechanic']","[59, 98]"
heavy diesel service technician,"['trades & services', 'technicians', 'automotive', 'diesel mechanic']","[0, 6, 59, 98]"
heavy diesel technician,"['trades & services', 'technicians', 'automotive', 'diesel mechanic']","[0, 6, 59, 98]"
heavy diesel truck mechanic,"['automotive', 'diesel mechanic']","[59, 98]"
heavy earthmoving machine operators for auckland,"['construction & roading', 'machine operators']","[8, 9]"
heavy equipment operators & kerbing operators,"['construction & roading', 'machine operators']","[8, 9]"
heavy fabrication apprenticeship - hamilton,"['engineering', 'mechanical']","[47, 123]"
heavy fabrication pipefitting trade assistant,"['engineering', 'mechanical']","[47, 123]"
heavy fabricator/ welder wanted,"['trades & services', 'boilermakers & welders']","[0, 52]"
heavy forklift operator - cambridge based role,"['manufacturing & operations', 'machine operation']","[20, 21]"
heavy gauge steel fabricators,"['engineering', 'industrial']","[47, 83]"
"heavy haulage operator, palmerston north","['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
heavy machine operator,"['construction & roading', 'machine operators', 'manufacturing & operations', 'machine operation']","[8, 9, 20, 21]"
heavy machine operator - auckland,"['construction & roading', 'machine operators']","[8, 9]"
heavy machine operator - southland,"['construction & roading', 'machine operators']","[8, 9]"
heavy machine operator - tauranga,"['construction & roading', 'machine operators']","[8, 9]"
heavy machine operators,"['construction & roading', 'machine operators', 'transport & logistics', 'operations']","[8, 9, 28, 29]"
heavy machinery mechanic,"['automotive', 'diesel mechanic']","[59, 98]"
heavy plant mechanic/ fitter,"['automotive', 'diesel mechanic']","[59, 98]"
heavy recovery operator / mechanic / class 5,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
heavy transport engineer,"['engineering', 'industrial', 'civil & structural', 'mechanical']","[47, 83, 103, 123]"
heavy transport operator,"['construction & roading', 'machine operators']","[8, 9]"
heavy transpot auto electrician,"['automotive', 'automotive technician']","[59, 60]"
heavy truck & trailer drivers,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
heavy truck driver,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
heavy vehicle certification officer,"['engineering', 'mechanical']","[47, 123]"
heavy vehicle certifying engineer,"['engineering', 'mechanical']","[47, 123]"
heavy vehicle diesel mechanic,"['automotive', 'diesel mechanic']","[59, 98]"
heavy vehicle mechanic,"['automotive', 'diesel mechanic']","[59, 98]"
heavy vehicle spray painter,"['automotive', 'panel & paint']","[59, 157]"
heavy vehicle technician (diesel - mechanic),"['automotive', 'diesel mechanic']","[59, 98]"
heavy welder fabricator dunedin,"['trades & services', 'boilermakers & welders']","[0, 52]"
helicopter loader and customer service assistant,"['hospitality & tourism', 'tourism & tour guides']","[14, 163]"
hell pizza epsom - duty manager/team members,"['hospitality & tourism', 'kitchen staff']","[14, 18]"
hell's pizza - pizza maker,"['hospitality & tourism', 'kitchen staff']","[14, 18]"
hello backpackers! we have a job for you,"['construction & roading', 'estimation']","[8, 122]"
help desk specialist,"['it', 'service desk']","[2, 45]"
helpdesk support,"['it', 'service desk']","[2, 45]"
herd manager,"['agriculture, fishing & forestry', 'farming']","[34, 35]"
herd manager - dairy unit 4,"['agriculture, fishing & forestry', 'farming']","[34, 35]"
herd manager vacancy,"['agriculture, fishing & forestry', 'farming']","[34, 35]"
herd testing opportunities: technicians & assists,"['agriculture, fishing & forestry', 'farming']","[34, 35]"
here's something different! drystock/dairy support,"['agriculture, fishing & forestry', 'farming']","[34, 35]"
hiab driver,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
hiab driver - avondale,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
hiab driver - casual,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
hiab driver operator class 4,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
hiab operator,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
hiab operator class 2,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
hiab truck driver,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
hide and skin processing - machine operator,"['manufacturing & operations', 'process & assembly']","[20, 36]"
high end residential carpenter,"['trades & services', 'building & carpentry']","[0, 33]"
high level factory operators,"['manufacturing & operations', 'machine operation']","[20, 21]"
high voltage electrician,"['trades & services', 'electrical']","[0, 13]"
highly skilled nz registered electrician,"['trades & services', 'electrical']","[0, 13]"
hire controller - manukau,"['office & administration', 'administration']","[30, 31]"
hoist operators wanted,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
